Name,Breed,Sex,Age,County,Urgent Status,Dog Compatibility,Cat Compatibility,Kid Compatibility,Energy,Temperament,Spayed/Neutered,Vaccinated,Description,URL
Aslan,Great Pyrenees,Male,Young Adult,Orange County,No,Unknown,Unknown,Good,Average,Average,Yes,Yes,Please visit our website for more information fochp.org,https://post.rescueme.org/26-02-24-00067
Jetson,Dachshund / Chihuahua,Male,Young Adult,Orange County,No,Good,Unknown,Good,Average,Average,Yes,Yes,Please visit our website fochp.org for more information,https://post.rescueme.org/26-02-24-00063
Bubbles,Dachshund / Chihuahua,Female,Young Puppy,San Bernardino County,No,Good,Good,Good,Average,Average,No,Yes,Bubbles is 8 weeks old and only about 3 lbs.. she will be getting her first set of vaccines. She's learning to do potty on puppy pads . She is very sweet and tiny.,https://post.rescueme.org/26-02-24-00019
Diego,Doberman Pinscher,Male,Puppy,Los Angeles County,No,Unknown,Unknown,Good,High,Submissive,Unknown,Unknown,I found two Doberman (male and female) few months ago and I can't keep them any longer due to space in my house. The male has left eye blind. They are young and very good with people.,https://post.rescueme.org/26-02-24-00007
Ash,Poodle mix,Male,Young Puppy,Los Angeles County,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Ash is currently 6 weeks old and as cute as they come. Our best guess is that he is a spaniel-poodle mix, as his mom appears to be a spaniel mix and Ash has a soft, wavy coat.  He will be ready for adoption on March 9th, once he turns 8 weeks old.  Ash is playful, curious, and full of puppy energy. He is just beginning to explore the world and will thrive in a home that is excited to guide him through all the stages of puppyhood with patience, structure, and lots of love.  Raising a puppy is a commitment, but it is also incredibly rewarding. Ash is looking for a family who is ready to invest the time, training, and care it takes to help him grow into a happy, well-adjusted dog.",https://post.rescueme.org/26-02-23-00371
Sprout,Poodle mix,Male,Young Puppy,Los Angeles County,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Sprout is currently 6 weeks old and as cute as they come. Our best guess is that he is a spaniel-poodle mix, as his mom appears to be a spaniel mix and Sprout has a soft, wavy coat.  He will be ready for adoption on March 9th, once he turns 8 weeks old.  Sprout is playful, curious, and full of puppy energy. He is just beginning to explore the world and will thrive in a home that is excited to guide him through all the stages of puppyhood with patience, structure, and lots of love.  Raising a puppy is a commitment, but it is also incredibly rewarding. Sprout is looking for a family who is ready to invest the time, training, and care it takes to help him grow into a happy, well-adjusted dog.",https://post.rescueme.org/26-02-23-00366
Duke,Pit Bull mix,Male,Young Puppy,Los Angeles County,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Duke is a 4 month old puppy who weighs about 18 pounds, and he is truly just the sweetest little soul.  His big ears and expressive face will melt your heart the second you meet him. He is incredibly affectionate and loves being around people and his sister. He is a total snuggle bug who will happily climb right into your lap for a nap, and when he is not cuddling, he is playing with his toys and just being a happy, goofy puppy.  Duke is already doing so well with crate training and potty training, and he is eager to learn and please. He has such a gentle, loving temperament and would make a beautiful addition to a family who is ready to continue guiding him as he grows.  When Duke first came to us, he was malnourished and had missing fur along his coat. Since being safe and cared for, he has been thriving. His fur is growing back, he is gaining healthy weight, and he is blossoming into the happy puppy he was always meant to be. He is expected to make a full recovery and is doing so incredibly well.  We love this boy so much. He is pure love, softness, and puppy joy all wrapped into one.",https://post.rescueme.org/26-02-23-00359
Lola,Pit Bull mix,Female,Young Puppy,Los Angeles County,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Lola is a 4 month old puppy who weighs about 13 pounds, and she is just as special as she is beautiful.  One look at Lola and she will steal your heart. Her striking green-gray eyes are absolutely mesmerizing, and her adorable Dobby ears are guaranteed to make you smile. She is incredibly sweet and loves spending time snuggling with her brother and her people. When she is not cuddled up, she enjoys playing with her toys and soaking in all the simple joys of being a puppy.  Lola is already doing very well with crate training and potty training, and she is eager to continue learning in a loving home. She has a gentle, affectionate nature and will thrive with a family who is ready to guide her as she grows.  When Lola first came to us, she was malnourished and had missing fur along her coat. Since being safe and cared for, she has been thriving. She is gaining healthy weight, her fur is growing back, and she is blossoming into a happy, healthy puppy. She is expected to make a full recovery and is doing incredibly well.  We love this girl so much. She is soft, sweet, and full of love.",https://post.rescueme.org/26-02-23-00348
Chelsea,Belgian Malinois,Female,Puppy,Orange County,Yes,Good,Good,Good,Low,Submissive,Yes,Yes,"HI! My Name Is Chelsea Pet ID: #A753503 Intake Date: 12/06/2025 URGENT: Needs Rescue Gender: Female Age: 2 Years Old Breed: Belgian Malinois Found At: 1400 W 11th St, Long Beach, CA 90813  If you or someone you know can help please contact the shelter at 562.570.3080 or ",https://post.rescueme.org/26-02-23-00335
Sky,Siberian Husky,Male,Puppy,Orange County,Yes,Good,Good,Good,Low,Submissive,Yes,Yes,"HI! My Name Is Sky Pet ID: #A756530 Intake Date: 02/18/2026 Gender: Male Age: 10 Months Old Breed: Siberian Husky Found At: 6600 Downey Ave, Long Beach, CA 90805  If you or someone you know can help please contact the shelter at 562.570.3080 or ",https://post.rescueme.org/26-02-23-00332
Danny,Chihuahua / Jack Russell,Male,Young Adult,Los Angeles County,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Danny is a 13-pound bundle of love with the perfect mix of spunky and sweet! We believe he's a Chihuahua and Jack Russell Terrier mix, which would explain his playful energy and his big-hearted devotion to his people. This little guy loves to zoom around chasing toys and having a quick burst of fun. After about 10 minutes of playtime, he'll happily signal he's ready to recharge-by plopping right into his foster's lap to request ear scratches and belly rubs. It's his signature move, and it's absolutely adorable. Danny is very social and enjoys making new friends wherever he goes. He's generous with his doggy pals and gladly shares his toys-no resource guarding at all. He gets along wonderfully with other dogs of all sizes, and his foster believes he would do great with respectful children, too. When it's time to wind down, Danny settles into his crate with a few toys and sleeps soundly through the night. He has lovely manners to match his sweet personality. Danny does have a minor cherry eye that doesn't seem to bother him in the slightest. It's purely cosmetic, and an adopter could choose to have it corrected if they wish. If you're looking for a playful companion who will happily entertain you and then curl up in your lap for cuddles, Danny might just be your perfect match.",https://post.rescueme.org/26-02-23-00308
